loan_id,customer_id,loan_type,principal,interest_rate,tenure_months,loan_status
LN023476,CUST030863,HOME,9113471.66,11.67,36,DEFAULT
LN023477,CUST050451,AUTO,7528095.22,10.59,12,DEFAULT
LN023478,CUST001231,EDUCATION,1602565.5,10.03,12,DEFAULT
LN023479,CUST020200,PERSONAL,1853793.81,14.77,12,DEFAULT
LN023480,CUST061482,EDUCATION,1103607.86,14.03,36,DEFAULT
LN023481,CUST049017,EDUCATION,7357686.34,10.97,120,ACTIVE
LN023482,CUST013749,EDUCATION,9590745.1,8.2,240,DEFAULT
LN023483,CUST023232,AUTO,9814195.43,12.62,12,ACTIVE
LN023484,CUST037160,AUTO,7484389.46,12.76,24,ACTIVE
LN023485,CUST042360,EDUCATION,884335.47,8.11,240,ACTIVE
LN023486,CUST088832,EDUCATION,8608956.28,11.34,240,DEFAULT
LN023487,CUST053073,PERSONAL,7139693.11,13.2,12,CLOSED
LN023488,CUST075311,AUTO,1400364.68,9.23,36,CLOSED
LN023489,CUST030099,HOME,5210264.26,8.77,24,CLOSED
LN023490,CUST032030,EDUCATION,2423971.58,8.43,36,ACTIVE
LN023491,CUST032094,AUTO,4704467.21,11.49,24,ACTIVE
LN023492,CUST046951,HOME,5211552.31,12.62,24,ACTIVE
LN023493,CUST048382,AUTO,9011855.33,7.21,120,ACTIVE
LN023494,CUST092128,AUTO,9695501.87,13.75,12,CLOSED
LN023495,CUST028913,HOME,3164292.7,7.99,240,CLOSED
LN023496,CUST064002,HOME,5642037.33,11.24,12,ACTIVE
LN023497,CUST069340,AUTO,6211410.01,8.67,12,DEFAULT
LN023498,CUST066919,HOME,691423.64,10.21,120,CLOSED
LN023499,CUST007883,HOME,4123581.78,9.71,240,DEFAULT
LN023500,CUST082633,AUTO,562037.33,13.73,24,CLOSED
LN023501,CUST019266,EDUCATION,4341379.45,7.23,12,DEFAULT
LN023502,CUST036640,HOME,8224498.58,8.0,12,CLOSED
LN023503,CUST045784,PERSONAL,7177518.96,9.8,120,DEFAULT
LN023504,CUST059266,PERSONAL,2078716.54,12.88,60,DEFAULT
LN023505,CUST016608,HOME,2364341.69,8.9,120,CLOSED
LN023506,CUST001752,PERSONAL,83866.76,13.55,36,CLOSED
LN023507,CUST093658,PERSONAL,2683257.88,12.96,12,CLOSED
LN023508,CUST021008,HOME,4943564.38,9.72,12,DEFAULT
LN023509,CUST084135,PERSONAL,6919880.77,12.52,24,ACTIVE
LN023510,CUST009206,AUTO,6661447.84,14.16,60,DEFAULT
LN023511,CUST081979,AUTO,3757080.62,14.55,120,CLOSED
LN023512,CUST053036,EDUCATION,8611144.3,12.66,60,ACTIVE
LN023513,CUST048254,EDUCATION,2116017.44,7.1,120,ACTIVE
LN023514,CUST032139,PERSONAL,6981538.98,9.71,12,CLOSED
LN023515,CUST000014,AUTO,4152134.08,14.81,60,ACTIVE
LN023516,CUST042082,HOME,4263558.8,7.47,120,DEFAULT
LN023517,CUST055166,EDUCATION,4792817.01,7.03,36,ACTIVE
LN023518,CUST065482,HOME,495073.31,7.49,60,CLOSED
LN023519,CUST080462,PERSONAL,4676345.23,7.45,24,CLOSED
LN023520,CUST019677,AUTO,4046508.81,9.61,24,DEFAULT
LN023521,CUST093463,HOME,489791.37,11.07,60,CLOSED
LN023522,CUST034902,AUTO,299316.8,14.33,60,DEFAULT
LN023523,CUST013118,EDUCATION,568515.19,14.99,60,ACTIVE
LN023524,CUST075622,EDUCATION,900620.63,9.02,120,CLOSED
LN023525,CUST043439,AUTO,5877483.95,13.55,24,DEFAULT
LN023526,CUST035585,EDUCATION,5912836.74,8.86,120,ACTIVE
LN023527,CUST064211,AUTO,7634407.87,13.31,12,CLOSED
LN023528,CUST006553,AUTO,9865082.2,13.32,240,DEFAULT
LN023529,CUST077098,EDUCATION,838474.66,12.66,36,DEFAULT
LN023530,CUST024207,EDUCATION,6554324.95,8.94,240,ACTIVE
LN023531,CUST075128,EDUCATION,1521409.24,7.22,24,DEFAULT
LN023532,CUST061185,AUTO,2528520.6,14.48,60,CLOSED
LN023533,CUST081387,AUTO,7641882.82,14.92,240,ACTIVE
LN023534,CUST066529,HOME,5725536.63,10.14,120,DEFAULT
LN023535,CUST024458,AUTO,6283298.28,7.31,120,DEFAULT
LN023536,CUST084441,EDUCATION,8143225.79,8.23,60,ACTIVE
LN023537,CUST077923,EDUCATION,8227589.78,8.77,36,DEFAULT
LN023538,CUST056701,EDUCATION,6788456.13,9.86,12,CLOSED
LN023539,CUST008574,HOME,2998092.36,14.77,120,ACTIVE
LN023540,CUST023655,HOME,5234370.43,7.28,24,DEFAULT
LN023541,CUST010926,PERSONAL,6992911.63,9.3,120,ACTIVE
LN023542,CUST002368,AUTO,6447320.98,9.79,240,CLOSED
LN023543,CUST013457,EDUCATION,5080088.09,8.61,36,ACTIVE
LN023544,CUST093274,AUTO,5619657.18,8.3,240,ACTIVE
LN023545,CUST041667,HOME,6426135.59,11.62,36,DEFAULT
LN023546,CUST050221,AUTO,7502039.82,14.64,36,CLOSED
LN023547,CUST019179,EDUCATION,5808466.58,9.86,240,ACTIVE
LN023548,CUST028686,AUTO,4204709.36,13.66,120,DEFAULT
LN023549,CUST074965,AUTO,9584985.25,9.12,36,CLOSED
LN023550,CUST063857,PERSONAL,3198936.73,7.78,12,CLOSED
LN023551,CUST061060,HOME,9492554.91,10.43,24,ACTIVE
LN023552,CUST070364,AUTO,3677510.97,13.71,60,DEFAULT
LN023553,CUST041444,HOME,1053790.83,10.0,36,CLOSED
LN023554,CUST055367,HOME,3927578.75,7.7,60,ACTIVE
LN023555,CUST057342,PERSONAL,1174832.14,12.16,12,ACTIVE
LN023556,CUST001052,EDUCATION,8881367.11,7.58,36,ACTIVE
LN023557,CUST008173,EDUCATION,3559290.56,7.99,36,DEFAULT
LN023558,CUST007883,EDUCATION,673815.77,14.93,36,CLOSED
LN023559,CUST081123,EDUCATION,5730278.81,10.37,36,ACTIVE
LN023560,CUST071419,PERSONAL,2126214.42,9.28,36,ACTIVE
LN023561,CUST023674,PERSONAL,8493967.68,12.57,240,DEFAULT
LN023562,CUST038392,EDUCATION,4521510.8,10.07,60,CLOSED
LN023563,CUST032600,PERSONAL,8247679.49,12.06,12,CLOSED
LN023564,CUST091946,PERSONAL,3480148.85,8.85,60,CLOSED
LN023565,CUST018563,HOME,9737463.48,9.23,120,ACTIVE
LN023566,CUST041106,PERSONAL,7369576.82,14.73,36,CLOSED
LN023567,CUST049886,EDUCATION,71797.35,14.51,12,CLOSED
LN023568,CUST058908,HOME,2010222.79,12.17,36,ACTIVE
LN023569,CUST036274,AUTO,7240766.0,12.31,240,CLOSED
LN023570,CUST063235,PERSONAL,571687.17,12.55,60,ACTIVE
LN023571,CUST003158,EDUCATION,6835120.17,14.32,24,CLOSED
LN023572,CUST040287,PERSONAL,3924849.11,10.27,240,CLOSED
LN023573,CUST091208,PERSONAL,8033160.4,8.5,60,DEFAULT
LN023574,CUST085894,EDUCATION,8468336.56,14.18,240,ACTIVE
LN023575,CUST035574,AUTO,2535958.07,8.8,24,CLOSED
LN023576,CUST022230,EDUCATION,7933000.87,11.75,60,DEFAULT
LN023577,CUST040366,AUTO,7975864.03,13.63,240,ACTIVE
LN023578,CUST002591,PERSONAL,8398779.0,13.77,24,DEFAULT
LN023579,CUST010509,EDUCATION,4995107.78,11.45,240,CLOSED
LN023580,CUST072181,EDUCATION,9466130.56,11.0,24,ACTIVE
LN023581,CUST031771,EDUCATION,3781739.59,10.29,60,CLOSED
LN023582,CUST018218,EDUCATION,529695.22,11.26,120,DEFAULT
LN023583,CUST002074,EDUCATION,6182741.39,8.58,120,CLOSED
LN023584,CUST021824,AUTO,5806412.4,13.6,24,CLOSED
LN023585,CUST060841,AUTO,5391983.12,13.59,240,CLOSED
LN023586,CUST028876,AUTO,1028921.58,9.58,36,CLOSED
LN023587,CUST089375,PERSONAL,6288842.76,8.75,24,DEFAULT
LN023588,CUST075329,PERSONAL,1573336.98,13.3,12,CLOSED
LN023589,CUST092034,HOME,8088693.8,8.06,24,CLOSED
LN023590,CUST032893,AUTO,672563.87,8.32,60,ACTIVE
LN023591,CUST084295,EDUCATION,467391.95,11.22,240,ACTIVE
LN023592,CUST024648,HOME,7358489.22,11.05,36,ACTIVE
LN023593,CUST013288,EDUCATION,5277819.64,10.32,240,CLOSED
LN023594,CUST092983,PERSONAL,7680978.45,14.07,60,DEFAULT
LN023595,CUST005012,HOME,8527698.99,8.92,24,DEFAULT
LN023596,CUST036485,AUTO,3724219.13,11.28,240,DEFAULT
LN023597,CUST013152,HOME,5645255.92,8.08,60,ACTIVE
LN023598,CUST086281,PERSONAL,2869289.2,11.62,240,DEFAULT
LN023599,CUST060361,HOME,3407264.05,10.3,24,CLOSED
LN023600,CUST099054,PERSONAL,9088162.64,7.22,60,CLOSED
LN023601,CUST096697,AUTO,6858965.28,14.21,36,CLOSED
LN023602,CUST085200,HOME,7207198.09,12.29,240,DEFAULT
LN023603,CUST011872,AUTO,9157396.62,14.93,60,DEFAULT
LN023604,CUST069179,EDUCATION,6634435.65,7.83,36,DEFAULT
LN023605,CUST088388,AUTO,4197682.99,14.15,60,CLOSED
LN023606,CUST088876,AUTO,3486831.48,7.08,240,ACTIVE
LN023607,CUST054685,EDUCATION,7580795.11,7.02,120,DEFAULT
LN023608,CUST062474,EDUCATION,804687.31,12.34,24,DEFAULT
LN023609,CUST050514,EDUCATION,8510635.66,13.77,36,ACTIVE
LN023610,CUST097888,HOME,2955676.45,11.46,120,CLOSED
LN023611,CUST095331,HOME,3107061.16,12.22,12,ACTIVE
LN023612,CUST052975,PERSONAL,5703677.84,9.41,12,DEFAULT
LN023613,CUST006837,EDUCATION,2054122.27,11.92,60,DEFAULT
LN023614,CUST088008,PERSONAL,8299326.94,14.38,36,DEFAULT
LN023615,CUST063142,EDUCATION,7958324.54,8.68,12,DEFAULT
LN023616,CUST048195,PERSONAL,556147.55,12.8,12,ACTIVE
LN023617,CUST044997,EDUCATION,2676370.97,10.55,120,ACTIVE
LN023618,CUST003831,PERSONAL,2463324.88,9.99,120,CLOSED
LN023619,CUST047409,EDUCATION,8423130.61,7.74,12,ACTIVE
LN023620,CUST079481,EDUCATION,3094052.87,14.59,120,ACTIVE
LN023621,CUST025413,HOME,8595525.01,7.79,60,ACTIVE
LN023622,CUST002072,PERSONAL,4661923.56,12.92,60,CLOSED
LN023623,CUST029059,EDUCATION,8589639.3,11.74,120,ACTIVE
LN023624,CUST004755,HOME,7234188.52,9.42,36,DEFAULT
LN023625,CUST044573,AUTO,1705622.1,9.41,24,CLOSED
LN023626,CUST026911,AUTO,5288249.73,13.74,36,DEFAULT
LN023627,CUST048048,PERSONAL,2962469.68,7.7,60,DEFAULT
LN023628,CUST015404,AUTO,5713705.59,7.39,240,ACTIVE
LN023629,CUST043634,AUTO,8026607.87,7.8,12,DEFAULT
LN023630,CUST039552,HOME,94891.36,13.09,12,ACTIVE
LN023631,CUST093696,EDUCATION,2981699.41,10.28,12,DEFAULT
LN023632,CUST085771,AUTO,4337395.8,11.66,120,CLOSED
LN023633,CUST083263,PERSONAL,6494643.64,11.33,24,DEFAULT
LN023634,CUST017917,AUTO,7273344.71,11.29,24,DEFAULT
LN023635,CUST054135,PERSONAL,1822433.56,14.08,24,DEFAULT
LN023636,CUST051822,EDUCATION,5552763.19,14.44,120,CLOSED
LN023637,CUST021773,AUTO,545416.54,9.64,60,CLOSED
LN023638,CUST035478,EDUCATION,3683737.43,8.76,12,ACTIVE
LN023639,CUST060795,PERSONAL,3522168.63,11.27,36,DEFAULT
LN023640,CUST080671,HOME,8196614.23,12.09,60,ACTIVE
LN023641,CUST015389,HOME,5620049.23,11.6,24,ACTIVE
LN023642,CUST088077,PERSONAL,3074768.98,13.73,24,DEFAULT
LN023643,CUST066780,AUTO,9975778.9,11.02,120,CLOSED
LN023644,CUST096444,PERSONAL,5556093.01,9.08,12,ACTIVE
LN023645,CUST011767,EDUCATION,6562408.18,7.77,120,DEFAULT
LN023646,CUST059903,AUTO,2238851.32,10.58,12,DEFAULT
LN023647,CUST097639,EDUCATION,1035130.93,8.32,24,DEFAULT
LN023648,CUST009609,AUTO,6834161.84,14.26,120,DEFAULT
LN023649,CUST009189,EDUCATION,6008064.51,13.75,12,ACTIVE
LN023650,CUST018748,PERSONAL,1681691.34,13.01,24,CLOSED
LN023651,CUST007789,AUTO,7557990.09,11.43,60,DEFAULT
LN023652,CUST076978,PERSONAL,4779912.1,8.37,12,DEFAULT
LN023653,CUST038753,EDUCATION,1134871.46,10.57,120,ACTIVE
LN023654,CUST008158,AUTO,658945.52,8.07,240,DEFAULT
LN023655,CUST056624,EDUCATION,1213384.41,12.13,60,CLOSED
LN023656,CUST066730,AUTO,3124910.12,14.0,24,CLOSED
LN023657,CUST010469,AUTO,356498.65,7.61,120,ACTIVE
LN023658,CUST010599,EDUCATION,3922856.27,12.19,24,DEFAULT
LN023659,CUST049890,EDUCATION,8991690.18,13.79,12,ACTIVE
LN023660,CUST066323,EDUCATION,7524739.13,10.56,240,ACTIVE
LN023661,CUST073946,HOME,628924.18,9.17,12,DEFAULT
LN023662,CUST024706,HOME,821797.89,14.4,24,DEFAULT
LN023663,CUST067901,EDUCATION,9365956.24,12.7,120,ACTIVE
LN023664,CUST030610,HOME,8927346.23,13.68,240,CLOSED
LN023665,CUST026000,PERSONAL,1304823.17,14.28,120,DEFAULT
LN023666,CUST045191,PERSONAL,5583587.53,12.02,240,ACTIVE
LN023667,CUST044255,EDUCATION,8146591.65,14.94,240,DEFAULT
LN023668,CUST043781,HOME,8523303.65,8.46,24,CLOSED
LN023669,CUST016960,EDUCATION,77563.87,14.99,120,DEFAULT
LN023670,CUST055050,PERSONAL,6052114.26,12.13,12,CLOSED
LN023671,CUST085250,HOME,9975696.82,12.79,240,DEFAULT
LN023672,CUST040132,PERSONAL,4699623.82,13.06,24,ACTIVE
LN023673,CUST086157,EDUCATION,227034.95,9.28,240,CLOSED
LN023674,CUST076366,HOME,4639021.51,14.14,60,CLOSED
LN023675,CUST087367,PERSONAL,99734.35,10.56,36,DEFAULT
LN023676,CUST009639,AUTO,7736777.2,9.16,240,CLOSED
LN023677,CUST071574,EDUCATION,408729.51,11.96,60,CLOSED
LN023678,CUST017762,PERSONAL,6915685.96,9.14,12,CLOSED
LN023679,CUST065193,EDUCATION,938435.4,7.51,36,DEFAULT
LN023680,CUST003300,AUTO,1342137.48,9.44,120,CLOSED
LN023681,CUST076521,AUTO,1836767.58,14.32,240,ACTIVE
LN023682,CUST085805,HOME,7886097.31,12.19,24,ACTIVE
LN023683,CUST012688,PERSONAL,672018.75,12.05,24,CLOSED
LN023684,CUST068662,PERSONAL,7428988.16,7.87,36,ACTIVE
LN023685,CUST026354,PERSONAL,8739798.43,11.38,60,DEFAULT
LN023686,CUST019547,PERSONAL,2070409.02,9.83,240,CLOSED
LN023687,CUST003479,HOME,9423861.84,14.71,12,CLOSED
LN023688,CUST008217,EDUCATION,2588943.65,7.24,240,DEFAULT
LN023689,CUST063689,AUTO,4578117.48,10.07,240,CLOSED
LN023690,CUST035027,PERSONAL,6129034.09,14.22,24,CLOSED
LN023691,CUST032480,AUTO,6724798.47,14.29,12,DEFAULT
LN023692,CUST092933,AUTO,4762698.5,7.83,12,DEFAULT
LN023693,CUST093232,AUTO,9928918.87,11.85,24,DEFAULT
LN023694,CUST018131,EDUCATION,4916349.27,8.0,24,ACTIVE
LN023695,CUST028508,HOME,7221877.42,13.23,120,ACTIVE
LN023696,CUST075775,AUTO,9779652.74,11.69,240,CLOSED
LN023697,CUST044027,HOME,3538567.04,9.57,12,ACTIVE
LN023698,CUST004289,EDUCATION,2333693.31,10.89,24,ACTIVE
LN023699,CUST093207,PERSONAL,9998709.91,11.76,240,CLOSED
LN023700,CUST048249,AUTO,2935568.42,9.19,240,DEFAULT
LN023701,CUST002322,AUTO,8686319.6,10.3,12,CLOSED
LN023702,CUST037792,EDUCATION,5398800.09,7.03,240,ACTIVE
LN023703,CUST005675,EDUCATION,3331417.3,14.11,24,ACTIVE
LN023704,CUST044090,AUTO,7526453.62,7.33,240,DEFAULT
LN023705,CUST062072,EDUCATION,9684370.34,12.73,24,CLOSED
LN023706,CUST004832,PERSONAL,4385202.18,10.1,12,ACTIVE
LN023707,CUST006042,HOME,2440646.56,8.89,240,CLOSED
LN023708,CUST055121,EDUCATION,2476143.57,8.65,12,DEFAULT
LN023709,CUST094890,HOME,4168904.64,14.18,60,CLOSED
LN023710,CUST063023,EDUCATION,5951428.97,13.02,240,DEFAULT
LN023711,CUST016618,AUTO,5748811.11,10.36,120,CLOSED
LN023712,CUST035002,AUTO,281682.55,9.01,24,ACTIVE
LN023713,CUST006337,EDUCATION,5462930.92,12.97,240,DEFAULT
LN023714,CUST038974,PERSONAL,3131487.69,13.3,36,CLOSED
LN023715,CUST002962,HOME,738813.23,10.68,24,DEFAULT
LN023716,CUST019157,PERSONAL,8863891.74,7.03,12,CLOSED
LN023717,CUST074232,AUTO,9827373.55,11.4,120,ACTIVE
LN023718,CUST055452,HOME,9885008.22,13.03,60,DEFAULT
LN023719,CUST094434,PERSONAL,427905.25,12.46,12,CLOSED
LN023720,CUST037989,EDUCATION,1778904.97,8.78,120,ACTIVE
LN023721,CUST063085,PERSONAL,6819057.63,8.59,24,ACTIVE
LN023722,CUST007355,PERSONAL,6879553.56,12.36,120,DEFAULT
LN023723,CUST043894,AUTO,798190.58,10.31,24,CLOSED
LN023724,CUST096656,AUTO,3108571.45,13.23,36,ACTIVE
LN023725,CUST063825,HOME,1051452.26,14.3,240,CLOSED
LN023726,CUST093645,EDUCATION,1623938.79,8.43,120,DEFAULT
LN023727,CUST077610,HOME,9688727.0,13.86,24,ACTIVE
LN023728,CUST094445,AUTO,6621341.08,12.96,12,ACTIVE
LN023729,CUST058827,PERSONAL,3267746.89,11.27,60,CLOSED
LN023730,CUST099374,AUTO,3519350.74,11.89,60,DEFAULT
LN023731,CUST052930,PERSONAL,7914456.28,9.84,36,DEFAULT
LN023732,CUST041904,AUTO,1312196.61,12.17,240,ACTIVE
LN023733,CUST037973,EDUCATION,2468088.0,13.33,240,CLOSED
LN023734,CUST075389,AUTO,7737402.62,9.48,240,ACTIVE
LN023735,CUST092586,HOME,4466705.17,14.44,60,ACTIVE
LN023736,CUST076030,AUTO,9581755.65,7.65,24,ACTIVE
LN023737,CUST060491,PERSONAL,266106.26,9.7,60,ACTIVE
LN023738,CUST020612,AUTO,366214.35,13.82,36,DEFAULT
LN023739,CUST006101,HOME,9525090.51,10.7,24,ACTIVE
LN023740,CUST073718,AUTO,1345652.2,8.3,12,ACTIVE
LN023741,CUST095295,AUTO,1455112.34,11.36,12,CLOSED
LN023742,CUST017187,HOME,2382411.5,7.37,24,ACTIVE
LN023743,CUST045035,EDUCATION,3362762.71,10.47,36,ACTIVE
LN023744,CUST059420,AUTO,530168.91,8.5,120,ACTIVE
LN023745,CUST071463,PERSONAL,7852494.93,7.79,120,CLOSED
LN023746,CUST080525,EDUCATION,6129406.73,8.15,60,ACTIVE
LN023747,CUST092599,AUTO,9729203.72,14.11,12,ACTIVE
LN023748,CUST047299,PERSONAL,4994558.24,13.35,12,CLOSED
LN023749,CUST078034,HOME,7533387.07,13.95,12,ACTIVE
LN023750,CUST055585,PERSONAL,8174523.32,12.04,36,DEFAULT
LN023751,CUST013355,AUTO,7449425.4,14.19,60,ACTIVE
LN023752,CUST064101,EDUCATION,7060992.5,14.61,36,DEFAULT
LN023753,CUST021090,AUTO,2793923.26,10.44,24,CLOSED
LN023754,CUST040135,EDUCATION,4820038.39,14.88,120,CLOSED
LN023755,CUST037546,EDUCATION,8547053.17,7.58,240,ACTIVE
LN023756,CUST076887,HOME,4591571.42,11.06,12,DEFAULT
LN023757,CUST098351,PERSONAL,9080023.27,13.7,36,DEFAULT
LN023758,CUST007049,HOME,1941670.6,10.06,36,ACTIVE
LN023759,CUST087582,AUTO,6467834.13,11.52,120,ACTIVE
LN023760,CUST048599,PERSONAL,6859016.08,10.85,120,DEFAULT
LN023761,CUST022657,AUTO,3730206.7,9.35,36,DEFAULT
LN023762,CUST060985,PERSONAL,3152715.41,14.69,60,DEFAULT
LN023763,CUST000825,AUTO,7707432.85,10.14,240,CLOSED
LN023764,CUST065105,EDUCATION,9092636.33,10.13,240,CLOSED
LN023765,CUST013127,EDUCATION,5569197.65,7.87,36,DEFAULT
LN023766,CUST056907,PERSONAL,1010409.98,7.7,36,CLOSED
LN023767,CUST070279,AUTO,2407643.2,7.02,36,ACTIVE
LN023768,CUST042186,EDUCATION,5022411.26,11.57,60,DEFAULT
LN023769,CUST028954,PERSONAL,1911801.44,10.4,36,ACTIVE
LN023770,CUST068450,PERSONAL,762973.62,7.52,12,DEFAULT
LN023771,CUST077104,PERSONAL,8273984.34,10.62,240,ACTIVE
LN023772,CUST005488,EDUCATION,2556158.15,14.23,60,ACTIVE
LN023773,CUST058463,EDUCATION,1188849.51,9.39,36,ACTIVE
LN023774,CUST027690,PERSONAL,187154.6,10.02,120,DEFAULT
LN023775,CUST056681,HOME,9907278.56,14.76,60,DEFAULT
LN023776,CUST023063,EDUCATION,2521581.14,7.62,36,ACTIVE
LN023777,CUST073415,HOME,611399.25,12.04,240,ACTIVE
LN023778,CUST080594,HOME,7643812.29,13.27,24,ACTIVE
LN023779,CUST022114,AUTO,4549111.31,13.01,60,DEFAULT
LN023780,CUST008831,HOME,9133038.84,8.87,24,ACTIVE
LN023781,CUST037223,HOME,3558306.82,7.84,240,CLOSED
LN023782,CUST015934,HOME,3186214.86,7.54,60,CLOSED
LN023783,CUST095505,EDUCATION,9828438.85,11.57,24,CLOSED
LN023784,CUST095136,AUTO,6123763.56,14.63,24,ACTIVE
LN023785,CUST023602,HOME,5347961.79,14.89,60,DEFAULT
LN023786,CUST020531,HOME,2892540.57,9.15,12,CLOSED
LN023787,CUST077779,PERSONAL,4583197.13,8.95,24,CLOSED
LN023788,CUST034231,AUTO,4659002.5,10.3,24,ACTIVE
LN023789,CUST082494,HOME,709945.64,11.84,12,ACTIVE
LN023790,CUST037302,EDUCATION,1254794.31,7.38,240,ACTIVE
LN023791,CUST082780,EDUCATION,1552608.01,12.85,36,CLOSED
LN023792,CUST031393,HOME,3935677.25,13.88,60,CLOSED
LN023793,CUST060531,AUTO,7295491.26,7.79,120,ACTIVE
LN023794,CUST011632,EDUCATION,1570879.84,9.16,12,ACTIVE
LN023795,CUST040530,EDUCATION,1101380.02,11.65,12,DEFAULT
LN023796,CUST055335,PERSONAL,8919235.53,9.18,240,ACTIVE
LN023797,CUST013320,AUTO,1862718.8,9.39,24,CLOSED
LN023798,CUST078549,EDUCATION,2311325.04,8.86,12,ACTIVE
LN023799,CUST049400,PERSONAL,9503653.22,7.52,24,CLOSED
LN023800,CUST023456,EDUCATION,4537058.17,7.28,36,ACTIVE
LN023801,CUST068445,AUTO,6446924.73,9.75,36,ACTIVE
LN023802,CUST001769,PERSONAL,578752.4,14.75,12,CLOSED
LN023803,CUST046290,EDUCATION,9716222.13,7.48,240,ACTIVE
LN023804,CUST063184,PERSONAL,1845687.4,9.38,24,ACTIVE
LN023805,CUST065803,PERSONAL,2848498.72,12.07,120,CLOSED
LN023806,CUST094061,PERSONAL,5001348.65,10.51,24,ACTIVE
LN023807,CUST021112,HOME,9015082.44,7.44,60,ACTIVE
LN023808,CUST088961,EDUCATION,2285730.59,8.58,24,CLOSED
LN023809,CUST005216,HOME,8297612.07,13.39,60,DEFAULT
LN023810,CUST014783,PERSONAL,8431078.71,11.96,120,ACTIVE
LN023811,CUST056699,HOME,9915950.01,14.02,24,DEFAULT
LN023812,CUST020506,HOME,3030700.81,7.43,12,DEFAULT
LN023813,CUST095143,EDUCATION,6897577.66,11.05,240,CLOSED
LN023814,CUST069535,HOME,2564408.55,13.5,60,CLOSED
LN023815,CUST098756,AUTO,2748769.81,7.28,24,ACTIVE
LN023816,CUST068861,PERSONAL,7424535.16,11.89,12,CLOSED
LN023817,CUST059357,PERSONAL,1492816.08,11.87,12,DEFAULT
LN023818,CUST072433,EDUCATION,8134381.7,9.09,120,CLOSED
LN023819,CUST012486,HOME,1559493.75,14.86,120,ACTIVE
LN023820,CUST099939,EDUCATION,3491387.2,12.88,24,ACTIVE
LN023821,CUST008807,EDUCATION,9513795.71,12.54,60,CLOSED
LN023822,CUST098645,AUTO,7762599.87,13.63,120,DEFAULT
LN023823,CUST028126,EDUCATION,1442607.8,9.23,120,DEFAULT
LN023824,CUST065231,HOME,1883037.96,10.13,120,CLOSED
LN023825,CUST039818,PERSONAL,9241739.76,10.82,120,ACTIVE
LN023826,CUST050844,HOME,7782325.35,14.32,24,DEFAULT
LN023827,CUST020088,EDUCATION,5325090.89,8.41,60,CLOSED
LN023828,CUST026489,PERSONAL,6839208.5,8.25,240,CLOSED
LN023829,CUST011136,HOME,9197358.71,9.55,60,CLOSED
LN023830,CUST038029,EDUCATION,8324075.73,10.16,120,CLOSED
LN023831,CUST090108,AUTO,2878252.5,14.5,36,DEFAULT
LN023832,CUST070089,HOME,2840170.86,12.47,120,ACTIVE
LN023833,CUST089625,AUTO,1258053.7,13.56,120,ACTIVE
LN023834,CUST085690,HOME,2965716.79,9.53,240,ACTIVE
LN023835,CUST098406,PERSONAL,2088420.59,12.46,36,CLOSED
LN023836,CUST051096,HOME,589967.58,7.61,36,CLOSED
LN023837,CUST051181,EDUCATION,4962838.16,13.28,60,ACTIVE
LN023838,CUST086202,HOME,1935048.34,14.79,240,DEFAULT
LN023839,CUST077598,AUTO,7570243.77,7.6,240,ACTIVE
LN023840,CUST002911,EDUCATION,9046615.16,9.52,36,DEFAULT
LN023841,CUST098220,EDUCATION,1236129.49,14.17,60,ACTIVE
LN023842,CUST081246,AUTO,7210284.83,9.2,36,CLOSED
LN023843,CUST009937,HOME,2384449.81,10.86,240,CLOSED
LN023844,CUST096504,EDUCATION,7594024.74,7.58,60,DEFAULT
LN023845,CUST053087,HOME,2560312.69,12.74,24,DEFAULT
LN023846,CUST072165,EDUCATION,2928019.15,10.95,120,DEFAULT
LN023847,CUST036453,PERSONAL,3019407.02,9.86,36,CLOSED
LN023848,CUST079578,AUTO,8633897.1,10.65,24,DEFAULT
LN023849,CUST049517,AUTO,4185732.86,8.44,60,ACTIVE
LN023850,CUST034543,AUTO,7308731.12,14.61,120,CLOSED
LN023851,CUST054913,EDUCATION,1568161.98,10.69,12,CLOSED
LN023852,CUST001442,EDUCATION,8135611.25,14.84,240,CLOSED
LN023853,CUST017781,EDUCATION,2819246.64,13.59,60,DEFAULT
LN023854,CUST083497,HOME,9592376.59,11.83,240,DEFAULT
LN023855,CUST085749,PERSONAL,2018331.41,12.0,60,ACTIVE
LN023856,CUST025801,PERSONAL,1077690.85,14.94,60,CLOSED
LN023857,CUST047254,HOME,6776855.94,10.69,120,ACTIVE
LN023858,CUST061697,EDUCATION,5682937.36,11.04,24,ACTIVE
LN023859,CUST070726,EDUCATION,3846498.93,7.5,36,CLOSED
LN023860,CUST059093,HOME,6225186.46,9.08,60,CLOSED
LN023861,CUST014933,EDUCATION,9741407.57,11.31,12,ACTIVE
LN023862,CUST057687,HOME,2711349.44,9.62,12,ACTIVE
LN023863,CUST003028,PERSONAL,8798274.52,12.05,36,ACTIVE
LN023864,CUST012964,AUTO,5295620.5,12.48,120,CLOSED
LN023865,CUST024856,PERSONAL,6130910.6,13.79,12,CLOSED
LN023866,CUST077382,AUTO,7930071.01,13.88,12,DEFAULT
LN023867,CUST053347,AUTO,7503383.02,9.68,24,DEFAULT
LN023868,CUST096090,HOME,742972.28,13.65,120,DEFAULT
LN023869,CUST096135,PERSONAL,1320664.97,13.99,36,DEFAULT
