fd_id,customer_id,deposit_amount,interest_rate,maturity_date,fd_status
FD023242,CUST072584,4762886.69,7.1,2031-10-29,ACTIVE
FD023243,CUST007498,4885741.52,7.56,2034-11-04,CLOSED
FD023244,CUST099295,12028.82,7.1,2028-03-13,MATURED
FD023245,CUST061606,2439433.83,7.07,2030-01-26,ACTIVE
FD023246,CUST071477,1728610.06,6.43,2028-12-15,ACTIVE
FD023247,CUST031252,2969400.31,5.54,2028-05-12,ACTIVE
FD023248,CUST033459,4908276.54,7.93,2032-07-20,ACTIVE
FD023249,CUST024666,3098862.04,6.49,2028-09-04,MATURED
FD023250,CUST024418,357888.29,7.51,2035-11-23,ACTIVE
FD023251,CUST050737,3506142.22,5.02,2026-12-14,ACTIVE
FD023252,CUST079246,1125745.28,6.42,2030-12-29,CLOSED
FD023253,CUST045466,1896273.8,6.19,2033-05-11,ACTIVE
FD023254,CUST097372,658367.18,6.5,2028-03-06,MATURED
FD023255,CUST056018,1861900.18,6.11,2030-03-14,MATURED
FD023256,CUST079471,2995379.13,5.05,2032-02-25,ACTIVE
FD023257,CUST091184,3775317.67,7.06,2032-11-10,ACTIVE
FD023258,CUST072381,3981901.01,5.52,2026-12-15,ACTIVE
FD023259,CUST052059,2770901.44,6.9,2036-07-09,MATURED
FD023260,CUST084211,2913573.12,7.22,2026-09-25,MATURED
FD023261,CUST004472,3307567.89,7.56,2027-09-21,ACTIVE
FD023262,CUST047432,587555.9,6.51,2034-03-19,CLOSED
FD023263,CUST088762,269306.32,6.18,2032-01-05,MATURED
FD023264,CUST013614,2734819.75,7.63,2028-06-11,MATURED
FD023265,CUST045043,2383073.1,7.22,2031-04-21,ACTIVE
FD023266,CUST099195,1588773.59,7.18,2026-12-06,ACTIVE
FD023267,CUST005619,3646676.57,7.05,2033-12-31,MATURED
FD023268,CUST009476,4442702.27,7.42,2027-12-14,CLOSED
FD023269,CUST011999,407697.6,7.77,2033-04-01,MATURED
FD023270,CUST085491,333770.3,6.39,2032-09-24,CLOSED
FD023271,CUST073585,3939331.21,7.64,2036-02-26,ACTIVE
FD023272,CUST085319,4229942.62,5.67,2034-04-27,MATURED
FD023273,CUST019485,3181856.53,5.51,2031-10-23,ACTIVE
FD023274,CUST064383,694647.13,5.21,2033-09-06,ACTIVE
FD023275,CUST034768,1920527.43,7.99,2034-08-16,MATURED
FD023276,CUST019002,995717.02,7.65,2029-04-08,MATURED
FD023277,CUST047420,4138080.43,5.61,2027-01-08,MATURED
FD023278,CUST016922,1276084.3,6.88,2035-08-13,CLOSED
FD023279,CUST044019,4123834.87,6.31,2029-07-04,ACTIVE
FD023280,CUST000937,325670.48,7.84,2032-05-10,ACTIVE
FD023281,CUST046029,4307832.16,6.47,2032-01-23,CLOSED
FD023282,CUST051655,4642612.59,7.62,2035-04-11,MATURED
FD023283,CUST029811,1576336.64,7.42,2030-02-18,CLOSED
FD023284,CUST038684,568042.83,7.48,2027-07-29,MATURED
FD023285,CUST016893,2859308.03,5.37,2034-06-03,ACTIVE
FD023286,CUST027199,3896403.8,6.07,2030-05-20,MATURED
FD023287,CUST096087,4950233.13,5.64,2028-12-06,CLOSED
FD023288,CUST068795,3817848.1,6.72,2027-02-23,ACTIVE
FD023289,CUST081192,2487380.83,5.37,2028-05-30,MATURED
FD023290,CUST098222,1545181.86,6.91,2029-12-02,CLOSED
FD023291,CUST032709,3398795.48,7.43,2035-10-26,MATURED
FD023292,CUST088357,4595478.33,7.21,2034-12-21,CLOSED
FD023293,CUST095871,716289.42,5.15,2035-12-04,CLOSED
FD023294,CUST013831,4196068.5,6.57,2030-07-18,CLOSED
FD023295,CUST022606,2100439.44,7.8,2034-02-20,ACTIVE
FD023296,CUST086581,3926097.01,7.34,2030-05-14,ACTIVE
FD023297,CUST025186,557454.72,5.63,2031-02-01,MATURED
FD023298,CUST092234,3463220.91,5.6,2029-06-08,ACTIVE
FD023299,CUST085441,4592993.66,7.26,2031-05-09,ACTIVE
FD023300,CUST054238,3418984.36,5.82,2035-05-16,ACTIVE
FD023301,CUST096365,1917505.99,6.02,2035-03-31,ACTIVE
FD023302,CUST025664,4974017.38,6.31,2031-10-24,CLOSED
FD023303,CUST062304,2285203.76,5.14,2032-10-18,CLOSED
FD023304,CUST083253,1534920.34,5.68,2034-11-17,MATURED
FD023305,CUST076259,1836854.72,6.06,2035-08-14,CLOSED
FD023306,CUST057691,4693474.33,6.21,2027-10-18,ACTIVE
FD023307,CUST030031,4140418.04,7.24,2034-03-26,ACTIVE
FD023308,CUST072872,3210752.44,5.24,2028-07-16,ACTIVE
FD023309,CUST014705,3168401.4,7.89,2035-12-31,ACTIVE
FD023310,CUST048735,2006191.58,6.76,2029-08-23,ACTIVE
FD023311,CUST017363,484839.73,7.38,2029-12-21,MATURED
FD023312,CUST083692,4940021.62,6.49,2036-04-15,ACTIVE
FD023313,CUST068921,113606.71,7.41,2030-03-10,CLOSED
FD023314,CUST034620,373304.04,5.48,2030-01-20,MATURED
FD023315,CUST043185,826410.48,7.23,2034-01-06,CLOSED
FD023316,CUST072738,4070118.05,7.25,2033-06-25,CLOSED
FD023317,CUST070504,3932909.37,6.61,2029-04-16,CLOSED
FD023318,CUST050002,3660256.73,5.31,2034-10-16,ACTIVE
FD023319,CUST013414,1040830.05,7.82,2027-01-23,ACTIVE
FD023320,CUST024146,1437880.28,5.25,2034-01-10,CLOSED
FD023321,CUST043646,4865291.68,5.11,2034-05-30,CLOSED
FD023322,CUST042018,2141362.56,6.05,2029-09-09,ACTIVE
FD023323,CUST081258,4622144.87,5.09,2032-10-31,ACTIVE
FD023324,CUST047974,1418411.56,6.59,2028-12-31,MATURED
FD023325,CUST040962,489510.5,5.88,2031-07-20,MATURED
FD023326,CUST016145,2514266.79,5.73,2029-10-10,MATURED
FD023327,CUST045424,736598.74,7.35,2031-06-22,CLOSED
FD023328,CUST090472,3102039.26,6.09,2030-01-17,MATURED
FD023329,CUST041455,4530073.57,5.56,2031-05-17,CLOSED
FD023330,CUST092098,1162965.07,7.96,2027-02-24,MATURED
FD023331,CUST054725,2704540.68,6.02,2034-05-28,CLOSED
FD023332,CUST068051,2040298.06,5.15,2036-05-02,MATURED
FD023333,CUST090047,2887528.59,7.92,2035-10-11,CLOSED
FD023334,CUST041687,1487825.59,6.52,2031-06-11,ACTIVE
FD023335,CUST068668,4081001.4,5.18,2035-11-29,MATURED
FD023336,CUST015901,164048.29,5.26,2033-12-19,ACTIVE
FD023337,CUST043302,1405712.17,7.53,2031-11-03,MATURED
FD023338,CUST052959,3392402.52,5.22,2034-04-11,ACTIVE
FD023339,CUST048245,1013408.02,5.28,2026-11-24,ACTIVE
FD023340,CUST063365,3233655.45,5.48,2033-04-11,ACTIVE
FD023341,CUST072778,1915681.14,5.29,2031-05-16,CLOSED
FD023342,CUST074938,4792252.68,6.38,2029-04-29,MATURED
FD023343,CUST021955,3129390.94,5.08,2035-09-10,ACTIVE
FD023344,CUST096758,3186369.61,6.74,2030-02-01,MATURED
FD023345,CUST022488,4729715.57,7.96,2030-07-06,ACTIVE
FD023346,CUST081397,3543512.5,5.21,2032-08-21,ACTIVE
FD023347,CUST092599,2667834.89,5.7,2028-11-23,MATURED
FD023348,CUST024778,1845730.38,7.74,2032-09-30,ACTIVE
FD023349,CUST009639,4857520.46,5.34,2027-03-30,CLOSED
FD023350,CUST080821,3341052.44,6.91,2027-07-28,MATURED
FD023351,CUST086618,1119842.03,7.71,2028-05-08,MATURED
FD023352,CUST012884,760313.73,7.49,2027-07-08,MATURED
FD023353,CUST070706,20210.42,7.23,2033-01-03,CLOSED
FD023354,CUST070521,2412667.4,7.81,2032-02-08,CLOSED
FD023355,CUST044508,4668232.19,6.17,2030-06-20,ACTIVE
FD023356,CUST038553,4972596.29,7.12,2029-06-17,ACTIVE
FD023357,CUST061979,4325455.86,6.05,2027-09-22,CLOSED
FD023358,CUST077065,1545238.68,7.96,2032-01-01,CLOSED
FD023359,CUST087586,1352720.07,5.21,2034-01-29,ACTIVE
FD023360,CUST073183,3332417.04,7.45,2028-12-02,CLOSED
FD023361,CUST064439,4681416.74,7.29,2026-10-11,CLOSED
FD023362,CUST016714,1581656.87,7.38,2033-03-10,CLOSED
FD023363,CUST075134,28203.42,6.71,2028-08-03,MATURED
FD023364,CUST049593,1008193.99,7.5,2034-12-27,CLOSED
FD023365,CUST034672,1873553.94,7.04,2027-01-16,ACTIVE
FD023366,CUST008730,2201045.24,5.87,2030-01-14,MATURED
FD023367,CUST024708,2057657.65,6.13,2028-07-09,MATURED
FD023368,CUST079443,21834.02,7.13,2033-11-24,MATURED
FD023369,CUST055383,3983261.05,5.42,2028-02-05,ACTIVE
FD023370,CUST038835,4250207.09,5.76,2036-07-14,CLOSED
FD023371,CUST002956,1631779.78,5.32,2030-04-02,ACTIVE
FD023372,CUST032351,369894.82,5.11,2032-08-29,MATURED
FD023373,CUST017836,1488137.67,5.28,2028-01-05,CLOSED
FD023374,CUST017193,1104709.7,6.87,2035-09-30,ACTIVE
FD023375,CUST073515,741714.77,7.4,2028-11-15,MATURED
FD023376,CUST001173,1011959.86,5.46,2035-11-07,ACTIVE
FD023377,CUST028811,963436.88,5.22,2033-08-20,ACTIVE
FD023378,CUST092157,4205315.48,7.03,2028-09-05,CLOSED
FD023379,CUST032398,2771836.4,6.07,2028-10-30,ACTIVE
FD023380,CUST092096,3548177.16,5.3,2029-08-23,ACTIVE
FD023381,CUST018943,4640547.25,6.66,2028-10-22,ACTIVE
FD023382,CUST010646,61104.64,5.17,2031-02-13,CLOSED
FD023383,CUST005395,699798.52,7.73,2035-12-12,CLOSED
FD023384,CUST072683,1017527.26,6.82,2032-09-10,CLOSED
FD023385,CUST001238,3314909.85,5.66,2032-12-22,MATURED
FD023386,CUST048081,1082373.04,7.44,2033-11-12,ACTIVE
FD023387,CUST031560,4360922.2,6.3,2032-08-01,ACTIVE
FD023388,CUST078220,2820754.08,7.0,2028-12-22,ACTIVE
FD023389,CUST066179,4160051.07,5.83,2029-02-21,ACTIVE
FD023390,CUST073097,1087407.05,5.61,2030-08-10,ACTIVE
FD023391,CUST008325,1730699.14,5.75,2034-07-05,ACTIVE
FD023392,CUST017772,4935357.17,5.82,2026-12-27,CLOSED
FD023393,CUST017991,356928.54,5.28,2029-10-01,ACTIVE
FD023394,CUST030433,4369364.56,6.02,2030-11-06,ACTIVE
FD023395,CUST086732,1911942.01,6.66,2028-06-26,MATURED
FD023396,CUST045282,2718865.01,6.5,2031-03-27,CLOSED
FD023397,CUST042666,2584784.58,5.81,2028-08-09,ACTIVE
FD023398,CUST042757,4184660.85,5.36,2034-01-13,ACTIVE
FD023399,CUST094345,4972065.94,7.63,2031-01-07,CLOSED
FD023400,CUST074468,2629403.24,6.11,2030-10-07,MATURED
FD023401,CUST039530,3779271.0,7.91,2030-04-26,ACTIVE
FD023402,CUST003891,2156686.38,6.01,2034-08-28,CLOSED
FD023403,CUST041818,769060.6,5.59,2030-04-02,CLOSED
FD023404,CUST099693,3956109.67,6.41,2032-06-03,ACTIVE
FD023405,CUST059293,1140390.13,6.48,2031-04-26,ACTIVE
FD023406,CUST076828,3315697.64,6.23,2029-05-10,ACTIVE
FD023407,CUST050843,554991.55,5.02,2029-06-21,ACTIVE
FD023408,CUST020242,1680149.12,5.67,2033-12-04,MATURED
FD023409,CUST018156,4835729.21,5.75,2035-08-17,CLOSED
FD023410,CUST066750,3385235.68,7.49,2033-10-26,CLOSED
FD023411,CUST070350,3629406.46,5.02,2035-05-25,ACTIVE
FD023412,CUST004052,2830676.48,5.85,2030-12-25,MATURED
FD023413,CUST046942,2658074.61,5.9,2030-01-14,MATURED
FD023414,CUST050963,1109390.71,6.65,2032-10-10,ACTIVE
FD023415,CUST097521,3456303.56,7.68,2032-03-16,MATURED
FD023416,CUST027562,323149.84,5.07,2032-01-20,ACTIVE
FD023417,CUST073535,167770.55,7.44,2035-12-01,CLOSED
FD023418,CUST064698,4288658.25,7.82,2031-12-08,ACTIVE
FD023419,CUST074510,2195194.45,5.45,2035-12-13,ACTIVE
FD023420,CUST027003,1354802.38,5.06,2027-04-08,ACTIVE
FD023421,CUST054669,2762211.53,7.69,2027-07-31,MATURED
FD023422,CUST082812,372278.58,6.25,2034-06-20,MATURED
FD023423,CUST041255,2523838.74,6.63,2031-01-16,ACTIVE
FD023424,CUST059961,4698927.75,5.33,2028-08-05,CLOSED
FD023425,CUST046811,994961.92,6.29,2036-03-09,CLOSED
FD023426,CUST078170,3450792.77,7.48,2035-09-23,MATURED
FD023427,CUST094325,2689015.97,5.32,2034-04-02,ACTIVE
FD023428,CUST020359,1679911.15,5.55,2028-10-23,MATURED
FD023429,CUST046779,1886178.08,6.76,2030-08-27,ACTIVE
FD023430,CUST073429,3164017.4,5.33,2026-09-10,MATURED
FD023431,CUST018027,1797553.44,7.22,2035-08-11,MATURED
FD023432,CUST088325,4193429.36,5.88,2029-01-28,ACTIVE
FD023433,CUST026620,884071.72,7.42,2032-04-19,MATURED
FD023434,CUST045915,3013708.47,6.3,2032-12-06,CLOSED
FD023435,CUST071620,2326156.28,6.89,2031-05-11,MATURED
FD023436,CUST027438,1180431.45,7.55,2034-08-07,MATURED
FD023437,CUST092047,2878416.5,7.04,2031-04-19,ACTIVE
FD023438,CUST089545,2625572.53,7.45,2033-07-03,CLOSED
FD023439,CUST009894,670643.84,5.01,2027-02-05,MATURED
FD023440,CUST050135,3404351.58,6.9,2034-01-01,MATURED
FD023441,CUST073152,3183077.7,5.17,2032-10-23,CLOSED
FD023442,CUST060022,881697.52,7.22,2028-07-21,ACTIVE
FD023443,CUST079046,1887493.48,5.08,2030-09-04,ACTIVE
FD023444,CUST088452,1176750.71,6.36,2029-04-23,ACTIVE
FD023445,CUST014374,2969871.71,5.63,2027-10-09,MATURED
FD023446,CUST083432,3744906.57,5.2,2030-01-09,ACTIVE
FD023447,CUST009153,1738516.04,7.3,2033-05-19,MATURED
FD023448,CUST012125,4493429.74,5.04,2034-12-19,MATURED
FD023449,CUST098575,1323342.89,6.59,2028-07-24,CLOSED
FD023450,CUST050149,2729088.75,5.96,2029-02-11,ACTIVE
FD023451,CUST045418,4070020.51,5.78,2032-10-20,ACTIVE
FD023452,CUST079573,4260278.9,7.4,2026-10-06,CLOSED
FD023453,CUST065876,3508513.74,7.16,2026-11-04,MATURED
FD023454,CUST067550,4459064.69,5.94,2036-04-12,CLOSED
FD023455,CUST032691,3206680.8,5.9,2028-07-07,CLOSED
FD023456,CUST086164,2967912.74,5.97,2031-08-15,CLOSED
FD023457,CUST010964,418684.43,6.15,2026-09-09,MATURED
FD023458,CUST078924,1566592.8,5.44,2028-12-13,ACTIVE
FD023459,CUST029382,4565077.95,7.78,2032-06-24,ACTIVE
FD023460,CUST092970,2310265.59,5.71,2032-11-19,CLOSED
FD023461,CUST019329,1540610.57,5.01,2032-04-05,CLOSED
FD023462,CUST024016,2203949.82,6.18,2035-08-20,MATURED
FD023463,CUST036585,3984421.69,7.74,2033-04-23,CLOSED
FD023464,CUST076487,3545916.11,6.93,2028-12-29,ACTIVE
FD023465,CUST036825,469908.39,6.91,2036-04-25,CLOSED
FD023466,CUST012687,993678.97,7.12,2035-09-06,MATURED
FD023467,CUST058370,2428928.99,5.83,2035-12-05,MATURED
FD023468,CUST064293,2450692.66,5.33,2035-10-23,MATURED
FD023469,CUST069663,1605054.95,6.19,2030-10-21,CLOSED
FD023470,CUST040180,3208796.11,5.38,2033-11-30,ACTIVE
FD023471,CUST037863,880127.96,6.65,2026-11-10,ACTIVE
FD023472,CUST097828,519568.52,7.01,2034-11-25,MATURED
FD023473,CUST035221,2247132.67,6.53,2027-05-10,CLOSED
FD023474,CUST040711,1278457.14,5.65,2030-02-15,MATURED
FD023475,CUST030011,3835284.0,5.82,2035-10-05,CLOSED
FD023476,CUST060777,4128024.97,6.24,2033-03-16,CLOSED
FD023477,CUST091704,653629.46,7.68,2029-04-06,CLOSED
FD023478,CUST055457,432016.65,7.02,2030-08-09,CLOSED
FD023479,CUST081667,4496672.71,5.0,2034-07-03,MATURED
FD023480,CUST034290,3029494.8,6.78,2030-10-24,CLOSED
FD023481,CUST009921,2371475.2,7.55,2033-02-12,CLOSED
FD023482,CUST019228,4694888.48,6.03,2035-07-21,MATURED
FD023483,CUST024618,2904724.21,5.65,2030-02-06,MATURED
FD023484,CUST074096,4977478.16,7.77,2028-11-09,CLOSED
FD023485,CUST010843,3363565.88,7.55,2031-01-23,ACTIVE
FD023486,CUST075370,3150216.88,6.25,2030-10-13,ACTIVE
FD023487,CUST098430,2337807.94,6.58,2032-02-19,CLOSED
FD023488,CUST006582,3961497.32,6.65,2035-03-05,MATURED
FD023489,CUST055571,1859665.2,5.67,2031-06-25,MATURED
FD023490,CUST073590,2463887.95,6.32,2029-04-10,ACTIVE
FD023491,CUST021965,4803037.47,7.42,2028-02-23,MATURED
FD023492,CUST098934,3898577.14,5.29,2033-09-01,ACTIVE
FD023493,CUST097378,1912958.4,5.87,2034-01-04,MATURED
FD023494,CUST060389,3624023.72,6.36,2033-06-22,ACTIVE
FD023495,CUST004434,1522042.35,6.21,2026-12-17,MATURED
FD023496,CUST084808,4450200.79,7.88,2034-04-01,CLOSED
FD023497,CUST026957,1666481.21,6.65,2036-06-06,CLOSED
FD023498,CUST074955,4034702.65,5.28,2032-01-27,CLOSED
FD023499,CUST044956,1410726.58,5.97,2030-08-31,MATURED
FD023500,CUST051579,3034286.49,5.62,2027-06-06,MATURED
FD023501,CUST070612,38874.53,7.67,2033-07-04,ACTIVE
FD023502,CUST059968,507935.39,6.33,2029-10-02,ACTIVE
FD023503,CUST090960,159992.73,5.26,2031-04-08,CLOSED
FD023504,CUST032437,1581013.19,6.67,2033-01-21,MATURED
FD023505,CUST051310,1628398.62,7.61,2027-04-20,MATURED
FD023506,CUST024122,539556.06,5.38,2027-07-13,ACTIVE
FD023507,CUST035019,1441716.13,6.05,2030-07-23,CLOSED
FD023508,CUST075464,3771041.89,7.97,2029-12-21,MATURED
FD023509,CUST085215,702872.02,6.93,2036-01-17,CLOSED
FD023510,CUST082240,2973058.54,7.59,2032-11-10,CLOSED
FD023511,CUST049229,2633631.04,5.96,2034-07-22,CLOSED
FD023512,CUST028640,2728896.24,5.92,2028-03-04,ACTIVE
FD023513,CUST019765,657862.28,5.5,2032-02-22,CLOSED
FD023514,CUST016964,4396851.97,6.57,2032-03-25,ACTIVE
FD023515,CUST012762,143585.46,7.54,2032-02-26,CLOSED
FD023516,CUST081736,4068010.96,7.3,2032-04-18,MATURED
FD023517,CUST003649,1556737.47,7.75,2029-12-11,MATURED
FD023518,CUST022258,3328369.46,6.49,2033-09-16,CLOSED
FD023519,CUST091649,2864779.12,7.89,2035-01-30,MATURED
FD023520,CUST006789,4285938.1,6.36,2029-10-06,MATURED
FD023521,CUST070662,4629147.15,5.96,2036-02-26,CLOSED
FD023522,CUST052909,2255952.6,7.28,2034-04-15,MATURED
FD023523,CUST060212,4552419.38,5.46,2033-10-16,ACTIVE
FD023524,CUST076872,4684687.41,6.03,2028-08-01,CLOSED
FD023525,CUST004948,3446891.53,7.34,2027-05-25,ACTIVE
FD023526,CUST092425,1685635.6,5.41,2031-07-10,MATURED
FD023527,CUST096173,4443975.69,5.91,2031-06-23,MATURED
FD023528,CUST099205,1977702.9,6.65,2034-07-28,ACTIVE
FD023529,CUST066080,714049.64,6.14,2028-09-23,CLOSED
FD023530,CUST059933,1449304.06,6.35,2030-12-02,CLOSED
FD023531,CUST048453,2700844.13,7.74,2027-11-02,MATURED
FD023532,CUST099691,1983179.08,6.78,2036-06-04,ACTIVE
FD023533,CUST098066,1685799.52,5.12,2031-04-14,ACTIVE
FD023534,CUST015767,2929993.41,6.42,2036-05-06,MATURED
FD023535,CUST021872,4778876.95,7.96,2032-10-03,ACTIVE
FD023536,CUST039630,479225.02,5.74,2028-04-03,ACTIVE
FD023537,CUST090780,4089949.82,5.87,2030-11-30,CLOSED
FD023538,CUST068461,4010636.73,7.05,2028-12-01,ACTIVE
FD023539,CUST099734,3636216.15,6.09,2035-12-08,ACTIVE
FD023540,CUST013253,4520820.94,7.83,2027-11-04,CLOSED
FD023541,CUST023690,2297660.86,6.45,2032-11-23,MATURED
FD023542,CUST093005,1351899.68,5.79,2036-03-13,MATURED
FD023543,CUST062231,784328.4,6.45,2033-07-05,MATURED
FD023544,CUST097720,2614239.66,6.3,2032-11-12,CLOSED
FD023545,CUST091421,2122033.12,6.25,2029-05-03,MATURED
FD023546,CUST018362,2932703.96,5.16,2030-11-09,ACTIVE
FD023547,CUST041884,25880.36,5.42,2034-05-18,MATURED
FD023548,CUST096797,1338754.28,7.92,2030-07-17,ACTIVE
FD023549,CUST025780,4132028.07,5.68,2033-01-29,MATURED
FD023550,CUST066308,217356.47,6.44,2030-11-01,ACTIVE
FD023551,CUST040180,1852614.98,6.44,2034-02-23,CLOSED
FD023552,CUST069800,2677871.49,6.58,2032-02-09,CLOSED
FD023553,CUST025134,4572345.99,7.36,2029-06-12,ACTIVE
FD023554,CUST047191,3395121.67,7.49,2032-04-13,MATURED
FD023555,CUST089690,4894396.8,6.64,2027-12-14,MATURED
FD023556,CUST022102,2233533.3,7.14,2034-11-12,MATURED
FD023557,CUST041839,4480471.16,5.8,2029-05-30,ACTIVE
FD023558,CUST017195,1774329.21,7.04,2033-09-12,CLOSED
FD023559,CUST000309,2091280.9,5.26,2027-04-23,CLOSED
FD023560,CUST018324,4805125.2,7.96,2030-10-14,MATURED
FD023561,CUST002855,3291978.87,5.19,2033-02-27,MATURED
FD023562,CUST089790,2127751.58,5.88,2036-06-08,ACTIVE
FD023563,CUST013690,832769.13,5.65,2035-08-28,CLOSED
FD023564,CUST070933,1570177.9,5.45,2027-02-12,CLOSED
FD023565,CUST062291,1849002.23,7.17,2026-11-14,CLOSED
FD023566,CUST030574,3468420.44,7.64,2027-01-24,ACTIVE
FD023567,CUST074542,2261944.51,5.62,2029-04-08,ACTIVE
FD023568,CUST099179,981448.37,5.73,2035-08-17,CLOSED
FD023569,CUST017394,1345684.77,6.16,2036-03-16,MATURED
FD023570,CUST065414,376188.96,6.62,2031-09-21,CLOSED
FD023571,CUST046413,675446.06,5.86,2030-03-10,MATURED
FD023572,CUST006933,4950492.76,5.57,2035-09-04,ACTIVE
FD023573,CUST020885,1012846.13,6.94,2036-06-06,MATURED
FD023574,CUST014059,3572449.69,7.54,2035-10-06,ACTIVE
FD023575,CUST090243,3411060.91,5.29,2033-01-14,ACTIVE
FD023576,CUST020093,34246.15,6.33,2027-11-18,ACTIVE
FD023577,CUST026055,4469089.44,6.57,2030-11-21,MATURED
FD023578,CUST033027,1618781.49,6.03,2031-03-27,ACTIVE
FD023579,CUST022047,2407125.5,7.33,2032-12-02,MATURED
FD023580,CUST088763,4407542.39,5.37,2029-07-04,ACTIVE
FD023581,CUST007194,3375466.21,7.96,2030-05-06,ACTIVE
FD023582,CUST057127,4400303.11,7.81,2031-07-19,ACTIVE
FD023583,CUST086078,1828820.81,6.69,2028-05-24,ACTIVE
FD023584,CUST008726,3567126.21,6.12,2026-11-27,ACTIVE
FD023585,CUST034211,379116.31,6.82,2035-03-06,ACTIVE
FD023586,CUST088313,1683902.93,7.6,2030-04-30,MATURED
FD023587,CUST083400,3647773.45,6.79,2031-04-29,MATURED
FD023588,CUST068099,4936385.65,7.39,2033-07-24,MATURED
FD023589,CUST034327,374256.05,6.07,2029-08-16,ACTIVE
FD023590,CUST089521,2407313.14,7.56,2029-11-25,MATURED
FD023591,CUST005900,3163776.36,5.48,2030-10-03,MATURED
FD023592,CUST006435,17341.93,6.38,2029-11-09,ACTIVE
FD023593,CUST023657,4418245.34,7.84,2028-05-01,MATURED
FD023594,CUST034766,3177096.94,5.03,2035-02-28,ACTIVE
FD023595,CUST085595,2000836.3,7.84,2027-06-07,CLOSED
FD023596,CUST046403,1847051.12,6.47,2035-09-23,MATURED
FD023597,CUST014559,4749966.97,7.7,2027-03-28,ACTIVE
FD023598,CUST084875,513773.36,7.83,2029-09-25,MATURED
FD023599,CUST038978,1953246.92,7.38,2026-09-28,MATURED
FD023600,CUST003250,2326995.17,6.13,2028-07-29,MATURED
FD023601,CUST026895,4043338.02,5.19,2029-04-22,MATURED
FD023602,CUST035239,4573995.45,5.61,2032-04-25,ACTIVE
FD023603,CUST032038,2828298.94,6.74,2032-03-15,CLOSED
FD023604,CUST080195,1480713.29,6.16,2029-06-18,CLOSED
FD023605,CUST091702,1094324.76,6.82,2036-02-05,ACTIVE
FD023606,CUST027119,958554.2,7.18,2032-04-24,CLOSED
FD023607,CUST083603,3751219.76,6.34,2032-01-15,MATURED
FD023608,CUST009749,2321206.28,6.36,2034-03-24,ACTIVE
FD023609,CUST013258,2007036.93,7.56,2026-12-24,CLOSED
FD023610,CUST048312,1599562.31,6.98,2031-09-07,MATURED
FD023611,CUST028937,3688119.33,6.81,2036-02-29,ACTIVE
FD023612,CUST044638,637488.23,6.41,2029-12-31,MATURED
FD023613,CUST061904,1077416.98,7.68,2034-08-11,CLOSED
FD023614,CUST015125,2949670.31,7.16,2034-04-15,ACTIVE
FD023615,CUST022307,1290440.85,6.06,2033-08-27,CLOSED
FD023616,CUST007236,3550885.07,5.97,2030-03-17,ACTIVE
FD023617,CUST062850,2646591.13,5.44,2026-10-07,MATURED
FD023618,CUST091887,2661005.29,7.2,2031-01-24,CLOSED
FD023619,CUST007432,2700618.85,7.61,2031-09-08,CLOSED
FD023620,CUST067319,3311855.07,7.66,2032-12-05,ACTIVE
FD023621,CUST036578,445683.83,6.01,2033-01-28,MATURED
FD023622,CUST097877,3065248.87,6.39,2029-03-01,CLOSED
FD023623,CUST038371,4576853.26,6.57,2026-11-13,MATURED
FD023624,CUST080474,3859950.67,5.94,2036-04-22,CLOSED
FD023625,CUST028049,2833085.66,5.52,2027-12-23,ACTIVE
FD023626,CUST074198,1347904.63,5.05,2032-09-07,MATURED
FD023627,CUST027452,4657755.14,5.06,2032-06-11,MATURED
FD023628,CUST056656,677081.84,6.53,2027-02-16,CLOSED
FD023629,CUST091356,1150533.76,7.15,2028-12-17,MATURED
FD023630,CUST033688,3425530.04,5.07,2029-08-19,MATURED
FD023631,CUST006671,95177.19,6.78,2027-08-24,CLOSED
FD023632,CUST006650,745043.56,6.77,2031-03-31,CLOSED
FD023633,CUST082684,1350211.14,5.13,2031-11-14,CLOSED
FD023634,CUST067292,1339702.18,7.31,2027-02-19,ACTIVE
FD023635,CUST028262,2044389.74,7.51,2030-01-20,MATURED
FD023636,CUST031749,709834.08,6.04,2031-12-14,ACTIVE
FD023637,CUST001130,1361967.7,6.38,2028-01-31,CLOSED
FD023638,CUST067349,2904358.07,6.74,2032-06-04,ACTIVE
FD023639,CUST095252,884850.59,7.18,2032-11-04,MATURED
FD023640,CUST057045,3911798.26,7.15,2029-03-23,ACTIVE
FD023641,CUST068392,2139841.92,6.96,2034-08-31,ACTIVE
FD023642,CUST083540,854659.89,6.37,2027-10-03,ACTIVE
FD023643,CUST078384,4555084.22,7.62,2027-10-08,MATURED
FD023644,CUST067948,2825751.33,6.24,2026-11-19,CLOSED
FD023645,CUST090580,117924.14,6.12,2030-01-26,CLOSED
FD023646,CUST043486,4100010.1,5.88,2030-03-21,ACTIVE
FD023647,CUST037331,2386611.74,7.34,2034-02-27,CLOSED
FD023648,CUST015084,2820933.58,7.12,2030-10-22,CLOSED
FD023649,CUST080862,918478.58,7.47,2033-06-12,MATURED
FD023650,CUST097947,2655889.38,7.64,2028-07-02,CLOSED
FD023651,CUST073766,1606915.95,7.24,2031-07-13,MATURED
FD023652,CUST091841,2743263.41,6.57,2026-12-17,CLOSED
FD023653,CUST063307,827932.0,7.86,2030-09-02,CLOSED
