card_id,account_id,card_type,network,issue_date,expiry_date,card_status
CARD075447,ACC0025493,Credit,Visa,2023-01-18,2030-10-19,EXPIRED
CARD075448,ACC0054321,Credit,Visa,2023-10-18,2032-04-19,EXPIRED
CARD075449,ACC0013562,Debit,RuPay,2024-07-28,2027-09-04,BLOCKED
CARD075450,ACC0155819,Debit,Mastercard,2021-04-21,2029-09-29,BLOCKED
CARD075451,ACC0042498,Debit,Mastercard,2018-09-07,2028-07-04,ACTIVE
CARD075452,ACC0193881,Credit,RuPay,2025-02-22,2030-12-29,ACTIVE
CARD075453,ACC0140431,Debit,Visa,2023-04-01,2029-10-14,EXPIRED
CARD075454,ACC0034160,Debit,Mastercard,2019-06-22,2029-06-03,EXPIRED
CARD075455,ACC0094975,Debit,Visa,2021-02-17,2031-02-14,BLOCKED
CARD075456,ACC0184325,Debit,Visa,2025-03-21,2032-03-09,BLOCKED
CARD075457,ACC0084833,Debit,Visa,2022-12-31,2031-05-25,BLOCKED
CARD075458,ACC0014996,Debit,RuPay,2024-03-21,2029-03-04,BLOCKED
CARD075459,ACC0029182,Debit,RuPay,2019-05-19,2028-10-21,EXPIRED
CARD075460,ACC0107799,Credit,Mastercard,2023-01-11,2030-09-19,EXPIRED
CARD075461,ACC0096533,Credit,Visa,2024-11-30,2032-04-28,ACTIVE
CARD075462,ACC0032932,Credit,Mastercard,2020-12-17,2029-08-03,BLOCKED
CARD075463,ACC0062558,Credit,Mastercard,2019-05-24,2029-07-01,EXPIRED
CARD075464,ACC0036036,Credit,RuPay,2023-05-16,2031-07-23,ACTIVE
CARD075465,ACC0136612,Debit,Mastercard,2024-12-31,2032-05-13,BLOCKED
CARD075466,ACC0175394,Credit,RuPay,2021-01-27,2027-11-20,ACTIVE
CARD075467,ACC0084243,Debit,RuPay,2025-06-19,2031-04-20,ACTIVE
CARD075468,ACC0096044,Debit,RuPay,2025-06-26,2032-01-27,ACTIVE
CARD075469,ACC0066461,Debit,Mastercard,2022-11-06,2032-05-10,BLOCKED
CARD075470,ACC0065054,Debit,Visa,2019-01-24,2032-03-19,ACTIVE
CARD075471,ACC0061542,Credit,RuPay,2019-01-09,2032-03-19,BLOCKED
CARD075472,ACC0098282,Credit,Visa,2019-12-06,2032-01-19,EXPIRED
CARD075473,ACC0128104,Debit,Mastercard,2024-05-11,2027-12-01,EXPIRED
CARD075474,ACC0086032,Debit,Mastercard,2021-02-11,2031-07-06,BLOCKED
CARD075475,ACC0079010,Debit,RuPay,2020-06-05,2031-04-11,BLOCKED
CARD075476,ACC0148634,Credit,RuPay,2021-11-26,2031-07-11,EXPIRED
CARD075477,ACC0177952,Credit,RuPay,2021-07-10,2030-12-11,ACTIVE
CARD075478,ACC0114956,Credit,RuPay,2020-08-22,2029-09-10,EXPIRED
CARD075479,ACC0039633,Credit,Visa,2018-07-26,2032-07-15,ACTIVE
CARD075480,ACC0002175,Credit,Visa,2019-10-21,2027-09-17,ACTIVE
CARD075481,ACC0020609,Debit,Visa,2022-04-20,2030-10-09,EXPIRED
CARD075482,ACC0015290,Debit,Mastercard,2020-06-28,2028-04-08,BLOCKED
CARD075483,ACC0057599,Debit,Mastercard,2019-07-20,2031-06-14,BLOCKED
CARD075484,ACC0048429,Debit,Mastercard,2020-02-16,2029-10-05,BLOCKED
CARD075485,ACC0118796,Debit,Visa,2021-06-13,2029-02-28,ACTIVE
CARD075486,ACC0168254,Credit,Visa,2022-03-02,2029-05-25,BLOCKED
CARD075487,ACC0054657,Debit,RuPay,2023-11-28,2031-09-25,EXPIRED
CARD075488,ACC0198412,Debit,Visa,2019-04-24,2028-11-08,BLOCKED
CARD075489,ACC0110244,Debit,Visa,2022-12-11,2029-06-14,EXPIRED
CARD075490,ACC0103152,Credit,Visa,2023-06-08,2030-01-31,EXPIRED
CARD075491,ACC0088594,Debit,Visa,2025-02-04,2030-12-27,BLOCKED
CARD075492,ACC0043273,Debit,Visa,2023-08-10,2031-04-10,ACTIVE
CARD075493,ACC0197204,Debit,Mastercard,2023-05-24,2029-11-12,BLOCKED
CARD075494,ACC0004744,Debit,Mastercard,2025-02-08,2028-07-08,EXPIRED
CARD075495,ACC0099642,Debit,RuPay,2023-03-30,2031-08-09,EXPIRED
CARD075496,ACC0156953,Debit,Mastercard,2021-02-20,2027-09-25,BLOCKED
CARD075497,ACC0046907,Debit,Mastercard,2025-02-21,2029-01-06,ACTIVE
CARD075498,ACC0114561,Debit,Visa,2018-11-28,2030-01-21,BLOCKED
CARD075499,ACC0038777,Debit,RuPay,2021-08-28,2031-12-09,BLOCKED
CARD075500,ACC0017542,Debit,RuPay,2019-01-08,2032-02-22,EXPIRED
CARD075501,ACC0067312,Credit,Mastercard,2024-09-17,2028-03-04,BLOCKED
CARD075502,ACC0132062,Debit,RuPay,2022-07-27,2030-12-24,EXPIRED
CARD075503,ACC0017470,Debit,Mastercard,2025-02-08,2030-12-29,EXPIRED
CARD075504,ACC0059271,Debit,Visa,2021-10-17,2032-06-14,BLOCKED
CARD075505,ACC0009645,Credit,Mastercard,2020-04-25,2029-11-23,ACTIVE
CARD075506,ACC0001642,Credit,Visa,2022-07-06,2029-01-06,EXPIRED
CARD075507,ACC0187765,Credit,RuPay,2025-06-11,2028-08-03,BLOCKED
CARD075508,ACC0179353,Credit,RuPay,2023-06-07,2031-12-23,BLOCKED
CARD075509,ACC0018988,Debit,RuPay,2022-04-21,2031-01-12,ACTIVE
CARD075510,ACC0178444,Credit,RuPay,2021-01-13,2030-07-29,EXPIRED
CARD075511,ACC0020343,Credit,RuPay,2023-11-01,2028-03-12,BLOCKED
CARD075512,ACC0091830,Credit,RuPay,2021-02-15,2028-01-25,BLOCKED
CARD075513,ACC0169708,Credit,RuPay,2019-10-30,2028-10-09,ACTIVE
CARD075514,ACC0006866,Debit,Mastercard,2021-08-05,2031-10-12,EXPIRED
CARD075515,ACC0140241,Credit,RuPay,2023-03-31,2031-11-10,EXPIRED
CARD075516,ACC0139420,Debit,Mastercard,2020-04-13,2028-08-26,BLOCKED
CARD075517,ACC0111180,Credit,Mastercard,2019-01-28,2030-02-13,ACTIVE
CARD075518,ACC0020690,Debit,Mastercard,2024-04-12,2029-08-11,EXPIRED
CARD075519,ACC0135036,Credit,RuPay,2023-10-21,2029-01-04,EXPIRED
CARD075520,ACC0102437,Credit,RuPay,2020-05-09,2030-02-15,ACTIVE
CARD075521,ACC0191055,Credit,Visa,2020-02-13,2030-10-03,BLOCKED
CARD075522,ACC0178713,Debit,Visa,2023-04-16,2028-09-28,ACTIVE
CARD075523,ACC0051428,Credit,Visa,2022-05-23,2027-07-22,BLOCKED
CARD075524,ACC0037298,Debit,RuPay,2020-12-22,2028-03-04,BLOCKED
CARD075525,ACC0024830,Credit,RuPay,2018-12-26,2027-08-13,EXPIRED
CARD075526,ACC0003299,Debit,Mastercard,2021-10-17,2029-11-20,BLOCKED
CARD075527,ACC0182065,Credit,RuPay,2018-12-05,2028-10-10,BLOCKED
CARD075528,ACC0129590,Credit,Visa,2024-10-19,2031-05-19,BLOCKED
CARD075529,ACC0006191,Credit,Visa,2022-09-20,2032-04-29,EXPIRED
CARD075530,ACC0074181,Debit,Mastercard,2020-06-06,2029-09-14,BLOCKED
CARD075531,ACC0176435,Debit,Mastercard,2019-05-20,2027-09-28,ACTIVE
CARD075532,ACC0135645,Debit,Visa,2025-05-02,2031-10-01,BLOCKED
CARD075533,ACC0008178,Credit,Mastercard,2022-03-12,2032-07-09,EXPIRED
CARD075534,ACC0186228,Debit,RuPay,2020-12-07,2031-10-23,ACTIVE
CARD075535,ACC0039541,Debit,Visa,2023-05-24,2027-10-13,ACTIVE
CARD075536,ACC0163885,Credit,RuPay,2019-05-08,2030-06-27,ACTIVE
CARD075537,ACC0080875,Debit,RuPay,2019-09-26,2028-12-06,BLOCKED
CARD075538,ACC0051560,Debit,RuPay,2025-07-10,2032-03-17,ACTIVE
CARD075539,ACC0152863,Debit,Visa,2024-07-23,2031-12-14,BLOCKED
CARD075540,ACC0171818,Debit,RuPay,2020-10-03,2031-01-20,EXPIRED
CARD075541,ACC0077598,Debit,RuPay,2022-09-26,2032-03-04,EXPIRED
CARD075542,ACC0182542,Debit,RuPay,2018-09-07,2031-03-31,BLOCKED
CARD075543,ACC0071387,Credit,Mastercard,2019-07-07,2028-10-13,BLOCKED
CARD075544,ACC0026882,Debit,Visa,2022-12-02,2028-11-02,ACTIVE
CARD075545,ACC0072019,Credit,Visa,2020-01-06,2030-06-25,BLOCKED
CARD075546,ACC0192727,Debit,RuPay,2019-03-07,2028-02-14,EXPIRED
CARD075547,ACC0182156,Debit,Visa,2024-10-25,2028-06-25,BLOCKED
CARD075548,ACC0047680,Debit,RuPay,2022-11-25,2028-08-15,BLOCKED
CARD075549,ACC0036529,Credit,Mastercard,2021-07-31,2030-02-20,BLOCKED
CARD075550,ACC0153851,Debit,RuPay,2019-04-16,2031-02-03,ACTIVE
CARD075551,ACC0158734,Debit,Mastercard,2021-06-24,2029-11-28,EXPIRED
CARD075552,ACC0109518,Credit,Visa,2023-06-17,2027-12-15,ACTIVE
CARD075553,ACC0005367,Credit,Visa,2021-11-20,2030-12-08,BLOCKED
CARD075554,ACC0198540,Credit,RuPay,2025-07-07,2028-11-20,EXPIRED
CARD075555,ACC0130001,Credit,Visa,2023-02-01,2031-08-22,BLOCKED
CARD075556,ACC0194964,Credit,Visa,2024-06-27,2028-11-28,EXPIRED
CARD075557,ACC0090535,Debit,Mastercard,2018-07-24,2030-05-11,BLOCKED
CARD075558,ACC0124314,Credit,Visa,2023-03-09,2028-05-06,EXPIRED
CARD075559,ACC0026046,Debit,Mastercard,2023-01-07,2032-01-08,ACTIVE
CARD075560,ACC0062527,Credit,Mastercard,2021-12-20,2031-03-10,ACTIVE
CARD075561,ACC0194497,Credit,Visa,2021-01-30,2029-10-21,ACTIVE
CARD075562,ACC0130003,Debit,Visa,2023-03-30,2032-07-15,BLOCKED
CARD075563,ACC0070911,Credit,Visa,2022-06-20,2032-05-29,EXPIRED
CARD075564,ACC0016161,Credit,Visa,2023-01-15,2029-11-19,ACTIVE
CARD075565,ACC0077444,Debit,Mastercard,2018-11-15,2028-04-19,ACTIVE
CARD075566,ACC0128654,Credit,Mastercard,2022-05-20,2032-01-16,BLOCKED
CARD075567,ACC0003454,Debit,Mastercard,2022-06-29,2029-01-03,BLOCKED
CARD075568,ACC0047881,Credit,Mastercard,2024-04-13,2030-06-16,ACTIVE
CARD075569,ACC0003384,Debit,RuPay,2021-11-07,2028-01-09,BLOCKED
CARD075570,ACC0120958,Debit,RuPay,2022-12-12,2031-12-20,BLOCKED
CARD075571,ACC0183265,Debit,RuPay,2024-04-29,2028-04-13,BLOCKED
CARD075572,ACC0158547,Credit,RuPay,2023-12-10,2028-01-08,EXPIRED
CARD075573,ACC0180012,Credit,Visa,2023-06-03,2031-09-01,BLOCKED
CARD075574,ACC0190390,Credit,RuPay,2018-11-17,2031-12-07,EXPIRED
CARD075575,ACC0030861,Debit,RuPay,2019-11-30,2029-10-10,BLOCKED
CARD075576,ACC0132921,Debit,Visa,2019-04-16,2028-02-21,ACTIVE
CARD075577,ACC0194668,Credit,Visa,2022-10-08,2029-10-10,ACTIVE
CARD075578,ACC0145455,Debit,RuPay,2023-02-02,2027-10-26,BLOCKED
CARD075579,ACC0144987,Credit,Mastercard,2021-06-10,2029-01-01,EXPIRED
CARD075580,ACC0035612,Debit,Mastercard,2021-07-21,2032-01-02,BLOCKED
CARD075581,ACC0187478,Debit,RuPay,2022-06-28,2030-01-14,ACTIVE
CARD075582,ACC0106417,Credit,Mastercard,2019-07-02,2028-01-23,EXPIRED
CARD075583,ACC0116977,Credit,RuPay,2020-09-27,2031-05-01,BLOCKED
CARD075584,ACC0089738,Credit,Mastercard,2024-12-09,2029-10-13,EXPIRED
CARD075585,ACC0148763,Debit,Mastercard,2023-10-15,2030-10-14,ACTIVE
CARD075586,ACC0020007,Credit,Mastercard,2021-07-28,2027-11-10,BLOCKED
CARD075587,ACC0059059,Credit,RuPay,2023-05-07,2029-11-05,ACTIVE
CARD075588,ACC0195834,Credit,Mastercard,2024-07-31,2029-05-20,BLOCKED
CARD075589,ACC0106384,Credit,Mastercard,2020-09-03,2031-07-04,ACTIVE
CARD075590,ACC0054884,Debit,Visa,2019-02-07,2030-03-12,EXPIRED
CARD075591,ACC0046422,Credit,Visa,2022-05-23,2032-01-09,EXPIRED
CARD075592,ACC0066266,Credit,Mastercard,2022-07-05,2031-04-01,ACTIVE
CARD075593,ACC0134669,Debit,RuPay,2020-06-23,2029-10-20,EXPIRED
CARD075594,ACC0083970,Credit,Mastercard,2020-12-26,2032-06-25,BLOCKED
CARD075595,ACC0164404,Debit,Visa,2018-11-24,2027-10-22,EXPIRED
CARD075596,ACC0185163,Credit,RuPay,2019-04-30,2027-11-20,ACTIVE
CARD075597,ACC0142901,Debit,Mastercard,2023-10-31,2030-03-04,EXPIRED
CARD075598,ACC0061741,Credit,RuPay,2023-08-14,2032-06-16,BLOCKED
CARD075599,ACC0036391,Debit,RuPay,2025-01-24,2028-09-10,BLOCKED
CARD075600,ACC0064362,Credit,RuPay,2024-07-04,2029-11-15,EXPIRED
CARD075601,ACC0101227,Credit,Mastercard,2020-09-06,2028-12-21,EXPIRED
CARD075602,ACC0077416,Debit,Visa,2022-04-19,2032-01-28,ACTIVE
CARD075603,ACC0184721,Debit,Mastercard,2023-08-30,2030-12-16,ACTIVE
CARD075604,ACC0015094,Debit,RuPay,2019-10-08,2030-01-02,ACTIVE
CARD075605,ACC0132429,Credit,Mastercard,2023-02-07,2030-04-17,EXPIRED
CARD075606,ACC0094208,Debit,Mastercard,2025-06-02,2028-07-29,BLOCKED
CARD075607,ACC0182269,Credit,RuPay,2023-12-18,2029-04-29,ACTIVE
CARD075608,ACC0090663,Credit,Mastercard,2020-02-23,2031-01-25,ACTIVE
CARD075609,ACC0182225,Debit,RuPay,2020-12-27,2027-10-02,EXPIRED
CARD075610,ACC0012232,Credit,RuPay,2021-05-27,2032-06-22,ACTIVE
CARD075611,ACC0133902,Debit,RuPay,2025-03-03,2029-07-09,EXPIRED
CARD075612,ACC0026196,Debit,Visa,2024-02-22,2032-04-21,ACTIVE
CARD075613,ACC0053509,Debit,Visa,2020-08-17,2029-02-18,ACTIVE
CARD075614,ACC0095799,Debit,Visa,2020-03-24,2028-09-09,EXPIRED
CARD075615,ACC0016186,Credit,RuPay,2021-08-16,2032-04-18,EXPIRED
CARD075616,ACC0104126,Credit,Mastercard,2025-02-16,2031-04-26,ACTIVE
CARD075617,ACC0090286,Credit,Mastercard,2023-08-17,2032-01-21,ACTIVE
CARD075618,ACC0061517,Debit,Visa,2018-07-18,2031-06-30,EXPIRED
CARD075619,ACC0191915,Credit,RuPay,2020-10-05,2027-10-23,ACTIVE
CARD075620,ACC0034873,Debit,RuPay,2024-07-17,2029-09-24,ACTIVE
CARD075621,ACC0129939,Credit,RuPay,2020-09-03,2030-11-20,EXPIRED
CARD075622,ACC0087899,Debit,Mastercard,2018-09-08,2029-03-26,EXPIRED
CARD075623,ACC0032375,Debit,RuPay,2021-07-03,2031-06-07,BLOCKED
CARD075624,ACC0182440,Credit,Visa,2021-05-20,2032-06-14,ACTIVE
CARD075625,ACC0074782,Debit,RuPay,2022-11-30,2030-06-03,BLOCKED
CARD075626,ACC0170436,Credit,Mastercard,2021-05-14,2029-04-30,EXPIRED
CARD075627,ACC0093128,Credit,Visa,2024-11-08,2029-01-17,EXPIRED
CARD075628,ACC0167964,Debit,Visa,2018-08-20,2031-02-15,EXPIRED
CARD075629,ACC0049279,Credit,RuPay,2022-01-07,2030-11-20,EXPIRED
CARD075630,ACC0198316,Credit,Visa,2021-11-21,2028-01-15,BLOCKED
CARD075631,ACC0020903,Credit,Visa,2023-05-05,2029-10-04,EXPIRED
CARD075632,ACC0138377,Credit,RuPay,2020-12-20,2029-03-06,BLOCKED
CARD075633,ACC0171783,Credit,Visa,2021-03-04,2028-09-11,EXPIRED
CARD075634,ACC0031459,Credit,RuPay,2024-08-12,2027-08-07,BLOCKED
CARD075635,ACC0177561,Credit,RuPay,2019-06-19,2031-02-09,ACTIVE
CARD075636,ACC0096256,Debit,Visa,2023-10-03,2027-12-29,EXPIRED
CARD075637,ACC0197298,Debit,RuPay,2021-01-27,2030-02-03,EXPIRED
CARD075638,ACC0045900,Credit,RuPay,2021-12-10,2031-04-06,EXPIRED
CARD075639,ACC0035059,Debit,Visa,2018-08-02,2029-10-05,ACTIVE
CARD075640,ACC0153386,Debit,Visa,2019-04-24,2029-10-19,EXPIRED
CARD075641,ACC0023406,Credit,RuPay,2023-08-27,2027-11-04,ACTIVE
CARD075642,ACC0149984,Debit,RuPay,2022-08-03,2029-12-09,BLOCKED
CARD075643,ACC0088924,Credit,Visa,2024-10-13,2032-04-14,ACTIVE
CARD075644,ACC0121985,Credit,Mastercard,2019-09-29,2029-06-29,ACTIVE
CARD075645,ACC0042464,Debit,Visa,2018-12-30,2031-02-23,ACTIVE
CARD075646,ACC0185897,Debit,Visa,2022-01-04,2031-11-16,BLOCKED
CARD075647,ACC0051416,Debit,Mastercard,2023-07-01,2029-01-31,BLOCKED
CARD075648,ACC0192519,Credit,Mastercard,2023-08-20,2029-03-04,BLOCKED
CARD075649,ACC0028143,Debit,Visa,2022-10-22,2030-10-22,BLOCKED
CARD075650,ACC0170082,Debit,RuPay,2023-07-13,2032-03-02,EXPIRED
CARD075651,ACC0194794,Debit,Mastercard,2022-08-24,2029-10-11,ACTIVE
CARD075652,ACC0178312,Credit,Mastercard,2022-08-31,2032-04-10,EXPIRED
CARD075653,ACC0175738,Debit,RuPay,2022-09-14,2031-05-12,EXPIRED
CARD075654,ACC0049374,Debit,Visa,2024-05-31,2028-07-13,BLOCKED
CARD075655,ACC0019512,Debit,Mastercard,2020-04-29,2030-09-01,ACTIVE
CARD075656,ACC0139695,Credit,Visa,2023-05-20,2032-07-08,EXPIRED
CARD075657,ACC0183020,Debit,RuPay,2023-10-30,2028-06-09,BLOCKED
CARD075658,ACC0125515,Credit,Mastercard,2024-05-01,2032-04-15,ACTIVE
CARD075659,ACC0196810,Debit,RuPay,2023-04-11,2028-12-06,BLOCKED
CARD075660,ACC0059354,Debit,RuPay,2023-08-18,2030-11-10,ACTIVE
CARD075661,ACC0083458,Debit,Mastercard,2023-07-23,2028-08-14,EXPIRED
CARD075662,ACC0010321,Debit,Visa,2018-12-10,2029-02-02,ACTIVE
CARD075663,ACC0080868,Debit,RuPay,2020-10-23,2031-09-17,EXPIRED
CARD075664,ACC0094175,Debit,Visa,2024-01-23,2028-01-28,BLOCKED
CARD075665,ACC0043274,Debit,Visa,2025-06-11,2031-02-12,EXPIRED
CARD075666,ACC0091870,Credit,Mastercard,2021-01-15,2030-06-17,BLOCKED
CARD075667,ACC0068570,Credit,RuPay,2021-12-06,2031-10-04,ACTIVE
CARD075668,ACC0080569,Credit,RuPay,2018-11-13,2031-11-27,EXPIRED
CARD075669,ACC0018328,Credit,Mastercard,2023-04-09,2030-04-12,EXPIRED
CARD075670,ACC0142424,Debit,RuPay,2024-03-20,2032-04-21,ACTIVE
CARD075671,ACC0128556,Credit,Visa,2019-10-15,2027-10-19,BLOCKED
CARD075672,ACC0005327,Debit,Mastercard,2023-02-15,2031-02-16,EXPIRED
CARD075673,ACC0065106,Debit,Mastercard,2025-07-02,2030-02-20,EXPIRED
CARD075674,ACC0046137,Credit,Mastercard,2023-08-25,2031-09-02,EXPIRED
CARD075675,ACC0113920,Credit,Visa,2019-04-22,2029-09-28,ACTIVE
CARD075676,ACC0153915,Credit,Visa,2020-06-23,2030-11-14,EXPIRED
CARD075677,ACC0079560,Credit,Mastercard,2019-06-27,2027-08-10,BLOCKED
CARD075678,ACC0091918,Debit,RuPay,2021-11-08,2031-04-23,EXPIRED
CARD075679,ACC0110412,Debit,Visa,2024-11-23,2030-05-17,ACTIVE
CARD075680,ACC0118578,Debit,Mastercard,2024-11-06,2032-02-28,ACTIVE
CARD075681,ACC0163685,Credit,Mastercard,2022-09-20,2029-06-16,ACTIVE
CARD075682,ACC0073590,Debit,RuPay,2024-05-22,2029-04-27,ACTIVE
CARD075683,ACC0074189,Credit,RuPay,2023-01-04,2030-08-30,EXPIRED
CARD075684,ACC0186427,Credit,RuPay,2019-11-27,2032-01-22,BLOCKED
CARD075685,ACC0054448,Debit,RuPay,2024-07-14,2028-08-26,BLOCKED
CARD075686,ACC0116800,Debit,Mastercard,2021-12-18,2027-07-25,BLOCKED
CARD075687,ACC0186910,Debit,Visa,2025-05-24,2030-01-23,EXPIRED
CARD075688,ACC0137501,Debit,RuPay,2019-01-26,2031-09-11,EXPIRED
CARD075689,ACC0164678,Debit,RuPay,2020-01-11,2031-10-06,ACTIVE
CARD075690,ACC0145114,Debit,Mastercard,2022-03-24,2029-04-26,ACTIVE
CARD075691,ACC0035241,Credit,Visa,2023-09-11,2029-03-13,BLOCKED
CARD075692,ACC0170983,Debit,RuPay,2024-03-28,2028-10-02,ACTIVE
CARD075693,ACC0144054,Debit,Mastercard,2020-12-27,2028-04-13,BLOCKED
CARD075694,ACC0162024,Credit,Visa,2023-01-30,2029-09-02,ACTIVE
CARD075695,ACC0055361,Credit,Visa,2020-06-08,2028-11-28,ACTIVE
CARD075696,ACC0071598,Credit,Visa,2018-11-03,2031-11-23,BLOCKED
CARD075697,ACC0177403,Debit,Visa,2023-05-22,2029-03-10,ACTIVE
CARD075698,ACC0148344,Debit,Mastercard,2021-04-02,2030-04-25,BLOCKED
CARD075699,ACC0084601,Debit,Mastercard,2024-06-23,2029-06-10,BLOCKED
CARD075700,ACC0088403,Debit,RuPay,2025-04-22,2030-08-20,BLOCKED
CARD075701,ACC0012025,Credit,Visa,2018-08-01,2028-10-17,BLOCKED
CARD075702,ACC0046286,Credit,Visa,2021-07-31,2029-12-19,BLOCKED
CARD075703,ACC0021161,Credit,RuPay,2019-01-12,2027-12-21,BLOCKED
CARD075704,ACC0038268,Debit,Visa,2023-08-31,2030-12-08,BLOCKED
CARD075705,ACC0038020,Debit,Visa,2020-12-12,2030-06-01,BLOCKED
CARD075706,ACC0149480,Credit,Visa,2024-03-08,2029-11-12,EXPIRED
CARD075707,ACC0013262,Debit,Visa,2024-07-09,2027-12-10,BLOCKED
CARD075708,ACC0039584,Credit,RuPay,2022-09-06,2030-03-15,BLOCKED
CARD075709,ACC0164400,Debit,Mastercard,2021-09-23,2032-02-22,BLOCKED
CARD075710,ACC0133404,Debit,RuPay,2025-05-06,2032-04-24,EXPIRED
CARD075711,ACC0068047,Credit,Mastercard,2024-07-24,2031-11-03,BLOCKED
CARD075712,ACC0118381,Credit,Visa,2020-06-22,2031-04-10,ACTIVE
CARD075713,ACC0028007,Debit,Visa,2020-09-09,2029-08-15,EXPIRED
CARD075714,ACC0021263,Debit,Mastercard,2018-08-13,2029-12-24,ACTIVE
CARD075715,ACC0121909,Debit,Mastercard,2023-08-27,2031-07-22,EXPIRED
CARD075716,ACC0169543,Credit,Mastercard,2019-05-11,2028-05-01,EXPIRED
CARD075717,ACC0017004,Credit,Mastercard,2025-07-13,2028-07-16,BLOCKED
CARD075718,ACC0002919,Credit,Mastercard,2021-12-16,2030-09-05,EXPIRED
CARD075719,ACC0077320,Debit,Visa,2023-10-20,2027-10-26,EXPIRED
CARD075720,ACC0199667,Credit,RuPay,2023-07-02,2027-10-08,BLOCKED
CARD075721,ACC0115799,Credit,RuPay,2019-07-29,2028-10-23,BLOCKED
CARD075722,ACC0153120,Credit,Mastercard,2020-01-23,2030-10-25,EXPIRED
CARD075723,ACC0135625,Debit,Mastercard,2021-05-01,2029-08-20,EXPIRED
CARD075724,ACC0028467,Credit,Mastercard,2022-12-01,2028-10-05,BLOCKED
CARD075725,ACC0144166,Credit,Mastercard,2025-02-25,2031-04-17,BLOCKED
CARD075726,ACC0001673,Debit,Mastercard,2025-07-09,2032-05-25,BLOCKED
CARD075727,ACC0056026,Credit,Visa,2022-10-02,2031-02-11,ACTIVE
CARD075728,ACC0129769,Credit,RuPay,2022-01-20,2029-09-06,EXPIRED
CARD075729,ACC0121648,Credit,Mastercard,2021-05-19,2031-10-04,EXPIRED
CARD075730,ACC0179505,Credit,Visa,2021-07-13,2032-07-12,ACTIVE
CARD075731,ACC0066299,Credit,Visa,2018-08-11,2029-11-01,EXPIRED
CARD075732,ACC0107171,Debit,Visa,2025-03-17,2031-05-29,BLOCKED
CARD075733,ACC0017082,Debit,Mastercard,2020-10-14,2029-05-24,ACTIVE
CARD075734,ACC0191197,Debit,Mastercard,2022-03-15,2028-08-25,BLOCKED
CARD075735,ACC0086026,Credit,Visa,2024-03-03,2028-12-30,BLOCKED
CARD075736,ACC0095190,Debit,Mastercard,2025-02-19,2030-11-20,ACTIVE
CARD075737,ACC0191156,Credit,RuPay,2021-04-24,2030-05-09,EXPIRED
CARD075738,ACC0025041,Credit,RuPay,2024-01-13,2027-12-04,BLOCKED
CARD075739,ACC0154244,Credit,Visa,2021-12-03,2029-12-28,ACTIVE
CARD075740,ACC0130554,Credit,RuPay,2023-11-26,2030-09-09,EXPIRED
CARD075741,ACC0194388,Debit,RuPay,2020-08-14,2031-06-06,EXPIRED
CARD075742,ACC0064816,Credit,Visa,2022-06-27,2031-01-24,BLOCKED
CARD075743,ACC0000749,Debit,RuPay,2021-11-14,2027-12-02,BLOCKED
CARD075744,ACC0090133,Credit,Mastercard,2019-03-12,2031-05-25,ACTIVE
CARD075745,ACC0020338,Debit,RuPay,2020-10-14,2031-11-26,EXPIRED
CARD075746,ACC0056454,Credit,Visa,2023-05-22,2028-06-15,ACTIVE
CARD075747,ACC0012440,Debit,Mastercard,2019-05-21,2031-04-14,BLOCKED
CARD075748,ACC0167765,Debit,RuPay,2020-12-30,2028-12-05,BLOCKED
CARD075749,ACC0135784,Credit,Visa,2022-04-21,2028-06-19,ACTIVE
CARD075750,ACC0097798,Debit,Visa,2021-02-10,2028-08-20,ACTIVE
CARD075751,ACC0184792,Credit,RuPay,2024-06-11,2027-08-14,ACTIVE
CARD075752,ACC0026858,Credit,Visa,2020-01-24,2030-09-12,ACTIVE
CARD075753,ACC0072538,Credit,RuPay,2018-07-20,2028-10-27,EXPIRED
CARD075754,ACC0181729,Credit,Mastercard,2024-03-12,2029-02-16,EXPIRED
CARD075755,ACC0004934,Debit,Visa,2020-05-08,2032-05-20,BLOCKED
CARD075756,ACC0063233,Credit,Mastercard,2023-11-01,2029-01-03,ACTIVE
CARD075757,ACC0063315,Debit,Visa,2024-02-11,2029-07-20,EXPIRED
CARD075758,ACC0164972,Debit,Visa,2019-04-27,2028-06-28,ACTIVE
CARD075759,ACC0103754,Credit,Mastercard,2024-12-11,2028-11-25,BLOCKED
CARD075760,ACC0024542,Credit,Visa,2022-07-08,2031-06-13,ACTIVE
CARD075761,ACC0183030,Credit,Mastercard,2024-09-04,2032-01-31,ACTIVE
CARD075762,ACC0131088,Credit,RuPay,2020-04-24,2029-09-15,BLOCKED
CARD075763,ACC0002763,Debit,Visa,2021-02-07,2030-11-07,ACTIVE
CARD075764,ACC0155344,Debit,Mastercard,2024-04-11,2031-01-09,EXPIRED
CARD075765,ACC0062793,Debit,Visa,2023-07-30,2031-04-07,EXPIRED
CARD075766,ACC0010825,Credit,Mastercard,2019-06-19,2032-01-09,EXPIRED
CARD075767,ACC0041375,Credit,RuPay,2020-09-15,2031-09-15,BLOCKED
CARD075768,ACC0009025,Credit,RuPay,2021-10-21,2032-03-25,BLOCKED
CARD075769,ACC0109210,Debit,Visa,2025-05-25,2028-06-15,EXPIRED
CARD075770,ACC0175263,Debit,RuPay,2019-12-13,2032-04-21,EXPIRED
CARD075771,ACC0175224,Debit,Visa,2018-11-20,2028-02-04,ACTIVE
